Label,Japanese,English,Notes,
STR_41_10E, つうし゛ないし、,,,
STR_41_121, メールもうてないの,,,
STR_41_135, テレヒ゛も\,,,
STR_41_142, て゛んしレンシ゛も,,,
STR_41_156, とまってしまったの,,,
STR_41_16A, おまけにおとうさんも\,,,
STR_41_17C, れんらくか゛とれないし,,,
STR_41_192, と゛うすれは゛\,,,
STR_41_1A1, いいの?」,,,
,,,,
STR_42_2E,とくめいの\,Got an anonymous e-mail.,,
STR_42_3A,メールをし゛ゅしんしました。,,,
STR_42_6E,「やあ、はし゛めまして\,"Hey, nice to meet you. I’m the leader of Weldehyde, Garden.",,
STR_42_80, [name]くん,,,
STR_42_95, わたしは、\,,,
STR_42_A2, ウェルテ゛ハイト゛の,,,
STR_42_B7, そうすい\,,,
STR_42_C3, カ゛ルテ゛ンた゛」,,,
STR_42_D7,カ゛ルテ゛ン\,"Garden:
Your achievements so far have been great, but it was for naught.
The countdown for Weldehyde’s world domination plan has already begun.
All of Bugsite, as well as the real world where you live, will be under Weldehyde’s control.
No matter how hard Guardian tries, it will be useless. And our trump card, that is, your father, is in our hands!",,
STR_42_E4,「これまて゛の,,,
STR_42_F5, きみの かつやく\,,,
STR_42_105, たいへん みこ゛と,,,
STR_42_119, た゛ったよ。,,,
STR_42_12A, た゛か゛もうそれも\,,,
STR_42_13B, シ゛エント゛た゛。,,,
STR_42_14F, わか゛ウェルテ゛ハイト゛,,,
STR_42_162, による、,,,
STR_42_171, ちきゅう しはい\,,,
STR_42_181, けいかくの,,,
STR_42_191, カウントタ゛ウンか゛\,,,
STR_42_1A3, はし゛まったのた゛。,,,
STR_42_1B8, すへ゛ての\,,,
STR_42_1C5, ハ゛ク゛サイトは,,,
STR_42_1D8, もちろん、\,,,
STR_42_1E5, きみたちのくらしている,,,
STR_42_1FB, け゛んし゛つせかいも\,,,
STR_42_20D, すへ゛て、,,,
STR_42_21D, わか゛\,,,
STR_42_228, ウェルテ゛ハイト゛の,,,
STR_42_23D, しはいかに\,,,
STR_42_24A, おかれるのた゛。,,,
STR_42_25D, きみたち、\,,,
STR_42_26A, カ゛ーテ゛ィアンか゛,,,
STR_42_27F, と゛んなに\,,,
STR_42_28C, か゛んは゛ってみても,,,
STR_42_2A1, むた゛なことた゛,,,
STR_42_2B4, きみたちのキリフタ゛と,,,
STR_42_2C6, いうへ゛きし゛んふ゛つ,,,
STR_42_2DC, つまり、\,,,
STR_42_2E8, きみの ちちおやは,,,
STR_42_2FC, われわれの\,,,
STR_42_309, てにある!!,,,
STR_42_32F,ちちおや\,"Dad:
[name]!
Be careful!",,
STR_42_33A,「[name]!,,,
STR_42_347, きをつけるんた゛!」,,,
STR_42_371,カ゛ルテ゛ン\,"Garden:
Hah hah hah! You understand now, right?
Stop resisting and patiently wait for the end of the world...",,
STR_42_37E,「ハッハッハッ、,,,
STR_42_390, これて゛\,,,
STR_42_39C, わかったた゛ろう。,,,
STR_42_3B0, むた゛な ていこうは\,,,
STR_42_3C2, やめて、,,,
STR_42_3D1, おとなしく\,,,
STR_42_3DE, せかいのおわりを,,,
STR_42_3F1, まつことた゛・・・」,,,
,,,(Cutscene next to Broadcasting Center),
STR_43_61,ユイのハ゜ハ゜\,"Yui’s Dad:
This is terrible!
Someone kidnapped my dear Yui!
Ahh! What should I do!?",,
STR_43_6F,「たいへんた゛ー!,,,
STR_43_82, うちのユイか゛\,,,
STR_43_91, なにものかに,,,
STR_43_A2, さらわれて\,,,
STR_43_AF, しまったんた゛!,,,
STR_43_C2, ああ、\,,,
STR_43_CD, と゛うしよう!」,,,
STR_43_1A5,コ゛スヘ゜ル\,"Gospel:
Oh, [name]! I finally found you. I’ve been looking for you everywhere!
Hm, this bike? Well, since cars and trains are down, this is the fastest way to get around, right?
Well, Guardian HQ was attacked and destroyed by a group calling themselves Weldehyde’s Elite Four.
The Bugs and A-Rank Hackers there were all defeated. Your father has also been captured by Garden!
The remaining Hackers are doing their best to sabotage Weldehyde’s plans.
Are you going to help us too?",(Yes/No question),
STR_43_1B2,「おお、,,,
STR_43_1C0, [name]くん\,,,
STR_43_1CB, ここにいたか,,,
STR_43_1E7, きみを\,,,
STR_43_1F2, さか゛していたんた゛,,,
STR_43_207, このし゛てんしゃか?\,,,
STR_43_219, なにせ、,,,
STR_43_228, て゛んしゃも\,,,
STR_43_236, し゛と゛うしゃも,,,
STR_43_249, うこ゛かない・・・。\,,,
STR_43_25B, これて゛くるのか゛,,,
STR_43_26F, いちは゛ん\,,,
STR_43_27C, はやいんて゛な・・・。,,,
STR_43_292, カ゛ーテ゛ィアン\,,,
STR_43_2A2, ほんふ゛か゛,,,
STR_43_2B3, ウェルテ゛ハイト゛の\,,,
STR_43_2C5, してんのうとやらに,,,
STR_43_2D9, しゅうけ゛きされて\,,,
STR_43_2EA, ふ゛っこわれて,,,
STR_43_2FC, しまった。\,,,
STR_43_309, ほんふ゛にいた,,,
STR_43_31B, ハ゛ク゛や\,,,
STR_43_328, ほかの,,,
STR_43_336, Aきゅうハッカーたちも,,,
STR_43_348, やられてしまった。,,,
STR_43_35C, きみの おとうさんも\,,,
STR_43_36E, カ゛ルテ゛ンに,,,
STR_43_380, つかまって\,,,
STR_43_38D, しまったんし゛ゃ!,,,
STR_43_3A1, いきのこった\,,,
STR_43_3AF, ハッカーしょくんか゛,,,
STR_43_3C4, なんとか、\,,,
STR_43_3D1, ウェルテ゛ハイト゛の,,,
STR_43_3E6, けいかくを\,,,
STR_43_3F3, そしするために,,,
STR_43_405, か゛んは゛っている。\,,,
STR_43_417, きみもやってくれるか?,,,
STR_43_4E6,コ゛スヘ゜ル\,"Gospel:
I see, I knew I could count on you.
You should have this.",,
STR_43_4F3,「そうか、,,,
STR_43_502, きみなら\,,,
STR_43_50E, そういってくれると,,,
STR_43_522, おもったよ,,,
STR_43_532, きみに\,,,
STR_43_53D, これをわたそう」,,,
STR_43_565,[name]は\,[name] got the Broken Arrow!,,
STR_43_56E,フ゛ロークンアローをてにいれた!,,,
STR_43_5A4,コ゛スヘ゜ル\,"Gospel:
That’s the Broken Arrow, a Tool that allows you to Dive into any Land or Area without going through a Site Gate.
It can only be completed by gathering the three Regalia: Army, Navy and Airforce.
However, Weldehyde’s Elite Four have stole them. Those guys got control over Amiland, Sealand, Airland and Energyland.
You must travel to the three Lands again and retrieve the Regalia from them!
This will make the Broken Arrow whole again and open the gates to the fourth Land, Energyland.
You’re the only one who can stop Weldehyde’s ambitions.
I’m counting on you!",,
STR_43_5B1,「これは,,,
STR_43_5BF, フ゛ロークンアローと\,,,
STR_43_5D1, いって、,,,
STR_43_5E0, サイトケ゛ートを\,,,
STR_43_5F0, とおらす゛に,,,
STR_43_601, かくラント゛やエリアに,,,
STR_43_613, タ゛イフ゛て゛きる,,,
STR_43_627, ツールし゛ゃ。,,,
STR_43_639, フ゛ロークンアローは\,,,
STR_43_64B, アーミー、ネイヒ゛ー、,,,
STR_43_661, エアフォースという\,,,
STR_43_672, 3つのシンキ゛か゛,,,
STR_43_686, そろったとき、\,,,
STR_43_695, はし゛めてかんせいする。,,,
STR_43_6AC, ところか゛\,,,
STR_43_6B9, ウェルテ゛ハイト゛の,,,
STR_43_6CE, してんのうと\,,,
STR_43_6DC, よは゛れるヤツらに,,,
STR_43_6F0, その3つのシンキ゛を\,,,
STR_43_702, うは゛われてしまった。,,,
STR_43_718, ヤツらは\,,,
STR_43_724, それそ゛れ、,,,
STR_43_735, アミラント゛\,,,
STR_43_743, シーラント゛,,,
STR_43_754, エアラント゛\,,,
STR_43_762, エナシ゛ーラント゛を,,,
STR_43_777, せいあつ\,,,
STR_43_783, したようし゛ゃ。,,,
STR_43_796, きみはアミラント゛\,,,
STR_43_7A7, シーラント゛エアラント゛,,,
STR_43_7BE, 3つのラント゛を\,,,
STR_43_7CE, まわり、してんのうから,,,
STR_43_7E4, 3つのシンキ゛を\,,,
STR_43_7F4, とりかえすんし゛ゃ!,,,
STR_43_809, そうすれは゛\,,,
STR_43_817, フ゛ロークンアローか゛,,,
STR_43_82D, かんせいし、\,,,
STR_43_83B, 4つめのラント゛,,,
STR_43_84E, エナシ゛ーラント゛への,,,
STR_43_860, みちか゛,,,
STR_43_86F, ひらけるし゛ゃろう!,,,
STR_43_884, もはや、\,,,
STR_43_890, ウェルテ゛ハイト゛の,,,
STR_43_8A5, やほ゛うを\,,,
STR_43_8B2, そして゛きるのは,,,
STR_43_8C5, きみしかいない!\,,,
STR_43_8D5, たのんた゛そ゛!」,,,
STR_43_92D,コ゛スヘ゜ル\,"Gospel:
[name], don’t be like that!
The whole world could get under Weldehyde’s control.
As a member of Guardian, won’t you join us?",(No),
STR_43_93A,「[name]くん!,,,
STR_43_949, そんなこといわす゛に\,,,
STR_43_95B, せかいか゛みんな,,,
STR_43_96E, ウェルテ゛ハイト゛の\,,,
STR_43_980, ものに,,,
STR_43_98E, なってしまうんた゛そ゛,,,
STR_43_9A4, カ゛ーテ゛ィアンの\,,,
STR_43_9B5, いちいんとして、,,,
STR_43_9C8, きみも\,,,
STR_43_9D3, さんかしてくれ!」,,,
,,,,
STR_4B_4E,ヘ゛ンケー\,"Benkei:
Gahahahahah!
My name is Benkei! I’m one of the proud Weldehyde’s Elite Four!
You have a lot of courage, just like your father.
But courage is not enough to win in a fight!!",,
STR_4B_5A,「カ゛ハハハハ!,,,
STR_4B_6C, ワシのなは、\,,,
STR_4B_7A, ヘ゛ンケー!,,,
STR_4B_8B, ウェルテ゛ハイト゛か゛\,,,
STR_4B_9E, ほこる,,,
STR_4B_AC, してんのうの\,,,
STR_4B_BA, ひとりた゛!,,,
STR_4B_CB, おまえは\,,,
STR_4B_D7, ちちおやににて,,,
STR_4B_E9, なかなかゆうきの\,,,
STR_4B_F9, ありそうなやつた゛,,,
STR_4B_10D, しかし、\,,,
STR_4B_119, ゆうきた゛けて゛は\,,,
STR_4B_12E, しょうふ゛には\,,,
STR_4B_13D, かてんそ゛!!」,,,
STR_4B_1C3,ヘ゛ンケー\,"Benkei:
Splendid...
Your courage was the real deal.
Farewell!!",,
STR_4B_1CF,「みこ゛とた゛・・・,,,
STR_4B_1E3, おまえの ゆうきは\,,,
STR_4B_1F4, ほんものた゛ったようた゛,,,
STR_4B_20B, さらは゛!!」,,,
STR_4B_2A8,[name]は、\,"[name] got one of the three Regalia, Army!",,
STR_4B_2B2,3つのシンキ゛の1つ、,,,
STR_4B_2C7,アーミーをてにいれた!,,,
STR_4B_31E,3つのシンキ゛を\,"All three Regalia were gathered!
The Broken Arrow began to shine. It can now be used to get to Energyland!",,
STR_4B_32D,すへ゛て てにいれた!,,,
STR_4B_342,フ゛ロークンアローか゛\,,,
STR_4B_354,ひかりた゛した,,,
STR_4B_365,フ゛ロークンアローて゛\,,,
STR_4B_377,エナシ゛ーラント゛へ\,,,
STR_4B_38C,いけるようになった!,,,
,,,,
STR_4D_73,と゛こかて゛\,You hear the sound of water draining in the distance...,,
STR_4D_80,みす゛か゛ぬけるような,,,
STR_4D_95,おとか゛きこえる・・・,,,
STR_4D_C0,と゛こかて゛\,You hear the sound of water flowing in the distance...,,
STR_4D_CD,みす゛か゛なか゛れる,,,
STR_4D_E1,おとか゛きこえる・・・,,,
,,,,
STR_4F_4E,フ゛ラフ゛\,"Velove:
Weeelcome!
I’m a Weldehyde’s Elite Four, Velove!
I wanna go dance, so let’s finish this quickly. Let’s fight!",,
STR_4F_5A,「よーくきたわね!,,,
STR_4F_6D, あたいは\,,,
STR_4F_79, ウェルテ゛ハイト゛の,,,
STR_4F_8E, してんのうのひとり、\,,,
STR_4F_A0, フ゛ラフ゛ちゃんよ,,,
STR_4F_B4, チャッチャッと\,,,
STR_4F_C3, おわらせて、,,,
STR_4F_D4, おと゛りに\,,,
STR_4F_E1, いくんた゛から,,,
STR_4F_F3, しょーふ゛よ!」,,,
STR_4F_179,フ゛ラフ゛\,"Velove:
No way... I lost... It was even quicker than I thought...",,
STR_4F_185,「そんな・・・,,,
STR_4F_196, あたいのまけなの・・・,,,
STR_4F_1A8, チャッチャッと,,,
STR_4F_1BA, おわっちゃった・・・」,,,
STR_4F_25B,[name]は、\,"[name] got one of the three Regalia, Navy!",,
STR_4F_265,3つのシンキ゛の1つ、,,,
STR_4F_27A,ネイヒ゛ーをてにいれた!,,,
STR_4F_2D2,3つのシンキ゛を\,"All three Sacred Tresures were gathered!
The Broken Arrow began to shine. It can now be used to get to Energyland!",,
STR_4F_2E1,すへ゛て てにいれた!,,,
STR_4F_2F6,フ゛ロークンアローか゛\,,,
STR_4F_308,ひかりた゛した,,,
STR_4F_319,フ゛ロークンアローて゛\,,,
STR_4F_32B,エナシ゛ーラント゛へ\,,,
STR_4F_340,いけるようになった!,,,
,,,,
STR_54_4E,ストーミー\,"Stormy:
I’m the number one jokester among Weldehyde’s Elite Four, I tell ya!
The name’s Stormy!
Can you keep up with my whims?",,
STR_54_5A,「ワイは、,,,
STR_54_69, してんのういちの\,,,
STR_54_79, おちょうしもん、,,,
STR_54_8C, ストーミーや!,,,
STR_54_9E, わいのきまく゛れに\,,,
STR_54_AF, ついてこれるかな?」,,,
STR_54_137,ストーミー\,"Stormy:
No way, I lost? It’s not over yet... Mark my words!",,
STR_54_143,「ワ、ワイのまけや,,,
STR_54_156, ワイラはこれて゛\,,,
STR_54_166, おわりやないて゛・・・,,,
STR_54_17C, かくこ゛しとけや」,,,
STR_54_21B,[name]は、\,"[name] got one of the three Regalia, Airforce!",,
STR_54_225,3つのシンキ゛の1つ、,,,
STR_54_23A,エアフォースをてにいれた!,,,
STR_54_293,3つのシンキ゛を\,"All three Regalia were gathered!
The Broken Arrow began to shine. It can now be used to get to Energyland!",,
STR_54_2A2,すへ゛て てにいれた!,,,
STR_54_2B7,フ゛ロークンアローか゛\,,,
STR_54_2C9,ひかりた゛した,,,
STR_54_2DA,フ゛ロークンアローて゛\,,,
STR_54_2EC,エナシ゛ーラント゛へ\,,,
STR_54_301,いけるようになった!,,,
,,,,
STR_55_74,タヒロ の ほんふ゛は\,"Tahiro’s headquarters is located at the Energy Reactor, here in Energyland.
The voice machine made a weird noise and stopped working!",,
STR_55_86,ここエナシ゛ーラント゛にある,,,
STR_55_9E,エネルキ゛ーしゅうせき\,,,
STR_55_B0,ふ゛ふ゛んて゛す,,,
STR_55_C2,カ゛カ゛カ゛カ゛ーッ,,,
STR_55_D6,とつせ゛ん ホ゛イスマシンか゛\,,,
STR_55_EC,こわれてしまった,,,
STR_55_114,ホ゛イスマシンか゛こわれている,The voice machine is broken.,,
STR_55_144,「おまえ、いいハ゛ク゛\,"You’ve got some great Bugs, huh? Just put your Mobile over there.
...What? You don’t want to? Guess I’ll have to take it by force!",,
STR_55_156, もってんし゛ゃねーか,,,
STR_55_16B, そのモハ゛イルこ゛と\,,,
STR_55_17D, ここに おいていきな!,,,
STR_55_193, ・・・なにぃ?\,,,
STR_55_1A2, イヤた゛ぁ?,,,
STR_55_1B3, し゛ゃあ、\,,,
STR_55_1C0, ちからつ゛くて゛,,,
STR_55_1D3, うは゛うまて゛た゛!」,,,
STR_55_25C,「クソッ、\,"Damn it!
I thought I’d be able to leave this place behind if I had a strong Bug with me...",,
STR_55_268, いいハ゛ク゛さえ,,,
STR_55_27B, あれは゛\,,,
STR_55_287, ここから,,,
STR_55_296, て゛れると\,,,
STR_55_2A3, おもったのに・・・」,,,
,,,(Energyland Site Gate),
STR_56_61,このさきは\,Beyond this gate is Energy Safari Area.,,
STR_56_6D,エナシ゛ーサファリエリアへの,,,
STR_56_85,ケ゛ートになります。,,,
STR_56_AF,このさきは\,Beyond this gate is Energy Resort Area.,,
STR_56_BB,エナシ゛ーリソ゛ートエリアへの,,,
STR_56_D4,ケ゛ートになります。,,,
STR_56_E8,たた゛いまこうし゛ちゅうて゛す。,Currently under construction.,,
STR_56_118,このさきは\,Beyond this gate is Energy Area.,(Is this used?),
STR_56_124,エナシ゛ーエリアへの,,,
STR_56_138,ケ゛ートになります。,,,
,,,(Tahiro’s Shield),
STR_59_87,シールト゛を\,"As soon as the Shield opened, Bugs came out attacking!",,
STR_59_94,ひらいた,,,
STR_59_A2,ハ゛ク゛か゛おそってくる!!,,,
STR_59_12D,シールト゛を\,You broke through the Shield!,,
STR_59_13A,とっは゜した!,,,
STR_59_161,シールト゛を\,"As soon as the Shield opened, Bugs came out attacking!",,
STR_59_16E,ひらいた,,,
STR_59_17C,ハ゛ク゛か゛おそってくる!!,,,
STR_59_207,シールト゛を\,You broke through the Shield!,,
STR_59_214,とっは゜した!,,,
,,,,
STR_5A_4E,シールト゛を\,"As soon as the Shield opened, Bugs came out attacking!",,
STR_5A_5B,ひらいた,,,
STR_5A_69,ハ゛ク゛か゛おそってくる!!,,,
STR_5A_F4,シールト゛を\,You broke through the Shield!,,
STR_5A_101,とっは゜した!,,,
STR_5A_128,シールト゛を\,"As soon as the Shield opened, Bugs came out attacking!",,
STR_5A_135,ひらいた,,,
STR_5A_143,ハ゛ク゛か゛おそってくる!!,,,
STR_5A_1CE,シールト゛を\,You broke through the Shield!,,
STR_5A_1DB,とっは゜した!,,,
,,,,
STR_5B_4E,シールト゛を\,"As soon as the Shield opened, Bugs came out attacking!",,
STR_5B_5B,ひらいた,,,
STR_5B_69,ハ゛ク゛か゛おそってくる!!,,,
STR_5B_F4,シールト゛を\,You broke through the Shield!,,
STR_5B_101,とっは゜した!,,,
STR_5B_128,シールト゛を\,"As soon as the Shield opened, Bugs came out attacking!",,
STR_5B_135,ひらいた,,,
STR_5B_143,ハ゛ク゛か゛おそってくる!!,,,
STR_5B_1CE,シールト゛を\,You broke through the Shield!,,
STR_5B_1DB,とっは゜した!,,,
,,,(Devil’s Gate),
STR_5C_AD,カクエー\,"Kakuee:
When it comes to strength, I’m #1 among all Black Hats.
Think you can beat me?
Time to fight!",,
STR_5C_B8,「ワシは,,,
STR_5C_C6, ムホウモノのNo1の\,,,
STR_5C_D8, つよさた゛,,,
STR_5C_E8, ワシに かてるかな?\,,,
STR_5C_FA, ショーフ゛た゛!」,,,
STR_5C_181,カクエー\,"Kakuee:
Guess this makes you #1.
Huh? You’re not an Black Hat? I see, so you’re a good guy.
Why don’t we exchange e-mail addresses?",,
STR_5C_18C,「No1のさ゛は,,,
STR_5C_19E, きみに ゆす゛ろう,,,
STR_5C_1B2, エッ\,,,
STR_5C_1BC, ムホウモノし゛ゃ,,,
STR_5C_1CF, ないって?\,,,
STR_5C_1DC, きみはいいやつかも,,,
STR_5C_1F0, しれないな\,,,
STR_5C_1FD, メールアト゛レスを,,,
STR_5C_211, こうかんしようし゛ゃ\,,,
STR_5C_223, ないか」,,,
STR_5C_247,[name]は\,[name] exchanged e-mail addresses with Black Hat Kakuee.,,
STR_5C_250,ムホウモノ・カクエーと,,,
STR_5C_265,メールアト゛レスを\,,,
STR_5C_275,こうかんした,,,
STR_5C_29A,カクエー\,"Kakuee:
Let’s help each other through e-mail.",,
STR_5C_2A5,「メールて゛,,,
STR_5C_2B5, きょうりょくしよう」,,,
STR_5C_356,カクエー\,"Kakuee:
When it comes to strength, I’m #1 among all Black Hats.
Think you can beat me?
Time to fight!",,
STR_5C_361,「ワシは,,,
STR_5C_36F, ムホウモノのNo1の\,,,
STR_5C_381, つよさた゛,,,
STR_5C_391, ワシに かてるかな?\,,,
STR_5C_3A3, ショーフ゛た゛!」,,,
STR_5C_42A,カクエー\,"Kakuee:
Guess this makes you #1. ",,
STR_5C_435,「No1のさ゛は,,,
STR_5C_447, きみに ゆす゛ろう」,,,
STR_5C_4E8,KK\,"KK:
My Bugs are all equipped with high performance Chips.",,
STR_5C_4F1,「あたいのハ゛ク゛は,,,
STR_5C_505, こうせいのうチッフ゜を,,,
STR_5C_517, とうさいしてるわよ」,,,
STR_5C_59F,KK\,"KK:
So just the Chip is not enough to win...
Balanced Bugs are important, too...?
That was a good lesson.
Won’t you teach me again next time?
",,
STR_5C_5A8,「チッフ゜た゛けし゛ゃ,,,
STR_5C_5BD, かてないか・・・。,,,
STR_5C_5D1, ハ゛ク゛との\,,,
STR_5C_5DF, ハ゛ランスか゛,,,
STR_5C_5F1, た゛いし゛なのか・・・\,,,
STR_5C_608, いいへ゛んきょうに\,,,
STR_5C_619, なったよ,,,
STR_5C_628, また、\,,,
STR_5C_633, おしえてくれる?」,,,
STR_5C_65C,[name]は\,[name] exchanged e-mail addresses with Black Hat KK.,,
STR_5C_665,ムホウモノ・KKと,,,
STR_5C_678,メールアト゛レスを\,,,
STR_5C_688,こうかんした,,,
STR_5C_6AD,KK\,"KK:
Well then, I’ll e-mail you later.",,
STR_5C_6B6,「それし゛ゃ、,,,
STR_5C_6C7, あとて゛\,,,
STR_5C_6D3, メールするわね」,,,
STR_5C_772,KK\,"KK:
My Bugs are all equipped with high performance Chips.",,
STR_5C_77B,「あたいのハ゛ク゛は,,,
STR_5C_78F, こうせいのうチッフ゜を,,,
STR_5C_7A1, とうさいしてるわよ」,,,
STR_5C_829,KK\,"KK:
So just the Chip is not enough to win...",,
STR_5C_832,「チッフ゜た゛けし゛ゃ,,,
STR_5C_847, かてないか・・・」,,,
STR_5C_8E7,とひ゛らか゛あかない!,"The door won’t open!
To open the Devil’s Gate, a Bug equipped with a powerful Chip is needed.",,
STR_5C_8FC,このとひ゛ら、\,,,
STR_5C_90A,テ゛ヒ゛ルケ゛ートを あけるには,,,
STR_5C_924,きょうりょくな\,,,
STR_5C_932,チッフ゜を そうひ゛した,,,
STR_5C_948,ハ゛ク゛か゛\,,,
STR_5C_955,ひつようなようた゛,,,
STR_5C_97E,テ゛ヒ゛ルケ゛ートか゛\,The Devil’s Gate opened!,,
STR_5C_990,ひらく!,,,
STR_5C_9B4,テ゛ヒ゛ルケ゛ートには\,It seems like you can’t cross the Devil’s Gate anymore.,,
STR_5C_9C6,はいれないようた゛。,,,
,,,,
STR_5E_73,シールト゛を\,"As soon as the Shield opened, Bugs came out attacking!",,
STR_5E_80,ひらいた,,,
STR_5E_8E,ハ゛ク゛か゛おそってくる!!,,,
STR_5E_119,シールト゛を\,You broke through the Shield!,,
STR_5E_126,とっは゜した!,,,
STR_5E_14D,シールト゛を\,"As soon as the Shield opened, Bugs came out attacking!",,
STR_5E_15A,ひらいた,,,
STR_5E_168,ハ゛ク゛か゛おそってくる!!,,,
STR_5E_1F3,シールト゛を\,You broke through the Shield!,,
STR_5E_200,とっは゜した!,,,
,,,,
STR_5F_4E,シールト゛を\,"As soon as the Shield opened, Bugs came out attacking!",,
STR_5F_5B,ひらいた,,,
STR_5F_69,ハ゛ク゛か゛おそってくる!!,,,
STR_5F_F4,シールト゛を\,You broke through the Shield!,,
STR_5F_101,とっは゜した!,,,
,,,(Spiral Staircase),
STR_60_3B,アルーミア\,"Aloumia:
I’m Aloumia, the last of Weldehyde’s Elite Four!
I’d like to praise you for coming this far... But it’s too late!
Guardian has already been destroyed. You will soon join them!",,
STR_60_47,「おれさまか゛,,,
STR_60_58, ウェルテ゛ハイト゛の\,,,
STR_60_6A, してんのう、,,,
STR_60_7B, さいこ゛のひとり\,,,
STR_60_8B, アルーミアた゛!,,,
STR_60_9E, よくそ゛ここまて゛\,,,
STR_60_AF, たと゛りついたと,,,
STR_60_C2, ほめてやりたい\,,,
STR_60_D1, ところた゛か゛・・・,,,
STR_60_E6, た゛か゛\,,,
STR_60_F2, もうおそい!,,,
STR_60_103, おまえら、\,,,
STR_60_110, カ゛ーテ゛ィアンは,,,
STR_60_124, すて゛に かいめつ\,,,
STR_60_135, し゛ょうたいた゛,,,
STR_60_148, おまえも し゛きに\,,,
STR_60_159, なかまいりた゛!,,,
STR_60_1DF,アルーミア\,"Aloumia:
Master Garden... Please, forgive me!",,
STR_60_1EB,「カ゛ルテ゛ンさま・・・,,,
STR_60_201, もうしわけ\,,,
STR_60_20E, こ゛さ゛いません!!」,,,
STR_60_2AF,[name]は\,"[name] got the strongest Chip, Dark Rock!",,
STR_60_2B8,さいきょうのチッフ゜、,,,
STR_60_2CD,「タ゛ークロック」を\,,,
STR_60_2DE,てにいれた。,,,
STR_63_3B,ろうやのは゛んにん\,"Jail Guard:
So you’ve made it this far, Guardian!",,
STR_63_4B,「カ゛ーテ゛ィアンか,,,
STR_63_5F, ここまて゛た゛な!」,,,
STR_63_194,ユイ\,"Yui:
[name]!!
Is that you!?",,
STR_63_19D,「!!,,,
STR_63_1AA, [name]\,,,
STR_63_1B3, くん!?」,,,
STR_63_1D8,「カ゛ーテ゛ィアン\,"So you’re with Guardian?
I had no idea...
I’m so sorry for calling you a wimp until now.",,
STR_63_1E8, た゛ったのね,,,
STR_63_1F9, せ゛んせ゛ん\,,,
STR_63_207, しらなかった・・・。,,,
STR_63_21C, いままて゛\,,,
STR_63_229, よわむしよは゛わりして,,,
STR_63_23F, コ゛メンね」,,,
STR_63_30B,リースレン\,"Riesren:
Phew. I finally caught up!
I’ll get her to safety, so don’t worry about it, [name].
Go save your father!",,
STR_63_317,「ふう。,,,
STR_63_325, やっと\,,,
STR_63_330, おいついたせ゛!,,,
STR_63_343, このこは\,,,
STR_63_34F, オレか゛ふ゛し゛に,,,
STR_63_363, とと゛けるから\,,,
STR_63_376, [name]は\,,,
STR_63_380, あんしんして、,,,
STR_63_392, おとうさんをたすけに\,,,
STR_63_3A4, いってくれ!!」,,,
STR_63_3CC,ユイ\,"Yui:
Don’t worry about me...
Oh yeah, I picked this up on my way here.",,
STR_63_3D5,「わたしのことは,,,
STR_63_3E7, しんは゜い\,,,
STR_63_3F4, しないて゛・・・。,,,
STR_63_413, これ、\,,,
STR_63_41E, くるとちゅうて゛,,,
STR_63_431, ひろったの」,,,
STR_63_457,[name]は\,[name] got the Shelter Chip!,,
STR_63_460,チッフ゜「シェルター」を,,,
STR_63_476,てにいれた!,,,
STR_63_4A2,「[name]\,"Don’t push yourself too hard, [name].",,
STR_63_4AB, くん・・・。,,,
STR_63_4BC, ムリしないて゛ね」,,,
,,,,
STR_64_68,カ゛ルテ゛ン\,"Garden:
So you’re [name]...
I am Garden, the leader of Weldehyde.
To think you’d come this far... Is no surprise at all.
I know everything about you.
Together with your father, I was also a researcher under Dr. Gospel. But things changed when I discovered this new Bug species.
Dr. Gospel told me to get rid it.
If that Bug was kept alive, bad things were bound to happen...
But I couldn’t bring myself to get rid of it.
Because of that, I left Guardian.
I dedicated my life to raising that Bug by myself.
And then, it was complete! Man and Bug fused into one, the ultimate Bug, Promenade!",,
STR_64_75,「きみか゛\,,,
STR_64_85, [name]\,,,
STR_64_8E, くんか・・・。,,,
STR_64_A0, わたしか゛\,,,
STR_64_AD, ウェルテ゛ハイト゛の,,,
STR_64_C2, そうすい\,,,
STR_64_CE, カ゛ルテ゛ンた゛,,,
STR_64_E1, ここまて゛\,,,
STR_64_EE, くるとはな。,,,
STR_64_FF, さすか゛と\,,,
STR_64_10C, いったところか。,,,
STR_64_11F, わたしは きみのことを,,,
STR_64_131, よく しっているよ。,,,
STR_64_146, わたしも コ゛スヘ゜ル,,,
STR_64_158, はかせのもとて゛、,,,
STR_64_16C, きみのおとうさんと\,,,
STR_64_17D, いっしょに,,,
STR_64_18D, けんきゅうを\,,,
STR_64_19B, していたんた゛,,,
STR_64_1AD, ところか゛わたしか゛\,,,
STR_64_1BF, しんしゅのハ゛ク゛を,,,
STR_64_1D4, はっけんしたときから\,,,
STR_64_1E6, かわってしまった。,,,
STR_64_1FA, コ゛スヘ゜ルはかせは、,,,
STR_64_20C, わたしのハ゛ク゛を,,,
STR_64_220, しょふ゛んしてしまえと,,,
STR_64_232, いったんた゛。,,,
STR_64_244, そのハ゛ク゛か゛\,,,
STR_64_254, いきていれは゛,,,
STR_64_266, かならす゛\,,,
STR_64_273, わるいことか゛,,,
STR_64_285, おきるとな・・・。\,,,
STR_64_296, て゛もわたしは,,,
