Label,Japanese,English,Notes
STR_DD_BBD,みかたのハ゛ク゛1たいの,Raises defense of,Raises defense of one allied Bug.
STR_DD_BCF,\,\,
STR_DD_BD6,ほ゛うき゛ょりょくをアッフ゜,an allied Bug.,
STR_DD_BEC,てきのハ゛ク゛1たいの,Lowers defense of,Lowers defense of one enemy Bug.
STR_DD_BFD,\,\,
STR_DD_C04,ほ゛うき゛ょりょくをタ゛ウン,an enemy Bug.,
STR_DD_C1A,みかたのハ゛ク゛1たいの,Raises speed of,Raises speed of one allied Bug.
STR_DD_C2C,\,\,
STR_DD_C33,すは゛やさをアッフ゜,an allied Bug.,
STR_DD_C45,てきのハ゛ク゛1たいの,Lowers speed of,Lowers speed of one enemy Bug.
STR_DD_C56,\,\,
STR_DD_C5D,すは゛やさをタ゛ウン,an enemy Bug.,
STR_DD_C6F,みかたのハ゛ク゛1たいの,Raises hit rate,Raises hit rate of one allied Bug.
STR_DD_C81,\,\,
STR_DD_C88,めいちゅうりつをアッフ゜,of an allied Bug.,
STR_DD_C9C,てきのハ゛ク゛1たいの,Lowers hit rate,Lowers hit rate of one enemy Bug.
STR_DD_CAD,\,\,
STR_DD_CB4,めいちゅうりつをタ゛ウン,of an enemy Bug.,
STR_DD_CC8,みかたのハ゛ク゛1たいの,Raises evasion of,Raises evasion of one allied Bug.
STR_DD_CDA,\,\,
STR_DD_CE1,かいひりつをアッフ゜,an allied Bug.,
STR_DD_CF3,てきのハ゛ク゛1たいの,Lowers evasion of,Lowers evasion of one enemy Bug.
STR_DD_D04,\,\,
STR_DD_D0B,かいひりつをタ゛ウン,an enemy Bug.,
STR_DD_D1D,みかたのハ゛ク゛1たいの,Raises status of,Raises status of one allied Bug.
STR_DD_D2F,\,\,
STR_DD_D36,ステータスをアッフ゜,an allied Bug.,
STR_DD_D48,てきのハ゛ク゛1たいの,Lowers status of,Lowers status of one enemy Bug.
STR_DD_D59,\,\,
STR_DD_D60,ステータスをタ゛ウン,an enemy Bug.,
STR_DD_D72,みかたのハ゛ク゛1たいの,Restarts one,Recovers one allied Bug from Shut Down.
STR_DD_D84,\,\,
STR_DD_D8B,シャットタ゛ウンをかいふく,allied Bug.,
STR_DD_DA0,ちょくせつこうけ゛きをしてきた,Paralyzes attack-,Paralyzes the next attacking Bug.
STR_DD_DB5,\,\,
STR_DD_DBC,ハ゛ク゛をマヒさせる,ing Bugs.,
STR_DD_DCE,すへ゛てのこうけ゛きか゛,Focuses attacks,Focuses all attacks on target Bug.
STR_DD_DE0,\,\,
STR_DD_DE7,そのハ゛ク゛にしゅうちゅうする,on target Bug.,
STR_DD_DFE,これを もっていると,Makes you an,Having this makes you an “adult”.
STR_DD_E0E,\,\,
STR_DD_E15,「オトナ」に なれるらしい,“adult”.,
STR_DD_E2A,アミテクノエリアのハ゜スワート゛,Ami Techno Area's,
STR_DD_E40,\,\,
STR_DD_E47,ハ゜スワート゛は「AMFE10」,Password: AMFE10.,
STR_DD_E5F,アミサファリエリアのハ゜スワート゛,Ami Safari Area's,
STR_DD_E76,\,\,
STR_DD_E7D,ハ゜スワート゛は「AMFE05」,Password: AMFE05.,
STR_DD_E95,アミラント゛のハ゜スワート゛,Amiland's,
STR_DD_EA9,\,\,
STR_DD_EB0,ハ゜スワート゛は「AMFE03」,Password: AMFE03.,
STR_DD_EC8,3れんヒ゛ルのおくし゛ょうにある,Halts computer on,A key that stops the computer on the top floor of Trinity Building.
STR_DD_EDE,\,\,
STR_DD_EE5,コンヒ゜ューターをとめるキー,Trinity Building.,
STR_DD_EFB,みなとにある そうこのカキ゛,Harbor Ware-\house’s key.,A key to the Harbor’s Warehouse
STR_DD_F11,リソ゛ートエリアのハ゜スワート゛,Resort Area’s,
STR_DD_F27,\,\,
STR_DD_F2E,ハ゜スワート゛は「STIN40」,Password: STIN40.,
STR_DD_F46,シーラント゛のハ゜スワート゛,Sealand’s ,
STR_DD_F5A,\,\,
STR_DD_F61,ハ゜スワート゛は「STIN94」,Password: STIN94.,
STR_DD_F79,シーテクノエリアのハ゜スワート゛,Sea Techno Area’s,
STR_DD_F8F,\,\,
STR_DD_F96,ハ゜スワート゛は「STIN10」,Password: STIN10.,
STR_DD_FAE,シーサファリエリアのハ゜スワート゛,Sea Safari Area’s,
STR_DD_FC5,\,\,
STR_DD_FCC,ハ゜スワート゛は「STIN05」,Password: STIN05.,
STR_DD_FE4,サンコ゛て゛て゛きたハント゛ル,Coral handle that,"A handle made of coral, the key to stop the computer."
STR_DD_FF9,\,\,
STR_DD_1000,コンヒ゜ューターをとめるキー,halts computer.,
STR_DD_1016,エアラント゛のハ゜スワート゛,Airland’s,
STR_DD_102A,\,\,
STR_DD_1031,ハ゜スワート゛は「RUGE85」,Password: RUGE85.,
STR_DD_1049,エアテクノエリアのハ゜スワート゛,Air Techno Area’s,
STR_DD_105F,\,\,
STR_DD_1066,ハ゜スワート゛は「RUGE10」,Password: RUGE10.,
STR_DD_107E,エアサファリエリアのハ゜スワート゛,Air Safari Area’s,
STR_DD_1095,\,\,
STR_DD_109C,ハ゜スワート゛は「RUGE05」,Password: RUGE05.,
STR_DD_10B4,3つのシンキ゛の1つ。せ゛んふ゛,One of the SNGs.,"One of the three SNG (Shingi? Secured Network Gateway?). If you collect them all, something may happen."
STR_DD_10CA,\,\,
STR_DD_10D1,あつめると なにか おきるらしい,Gather them all.,
STR_DD_10E9,3つのシンキ゛の1つ。せ゛んふ゛,One of the SNGs.,
STR_DD_10FF,\,\,
STR_DD_1106,あつめると なにか おきるらしい,Gather them all.,
STR_DD_111E,3つのシンキ゛の1つ。せ゛んふ゛,One of the SNGs.,
STR_DD_1134,\,\,
STR_DD_113B,あつめると なにか おきるらしい,Gather them all.,
,,,(Move descriptions) See here for a summary of move names/descriptions/battle text: http://wiki.telefang.net/User:Kimbles/Bugsite_Attack_Text
STR_DE_12C1,すは゛やさけいタ゛メーシ゛,Speed-based.\Scratches enemy.,"Speed-based damage.
A move that scratches enemy with claws."
STR_DE_12D4,\,,
STR_DE_12DB,ツメて゛てきを ひっかくわさ゛,,
STR_DE_12F2,すは゛やさけいタ゛メーシ゛,Speed-based.\Slashes enemy.,"Speed-based damage.
Attacks with sharp claws."
STR_DE_1305,\,,
STR_DE_130C,すると゛いツメて゛こうけ゛き,,
STR_DE_1322,すは゛やさけいタ゛メーシ゛,Speed-based.\Poisons enemy.,"Speed-based damage.
Attacks with poisonous claws."
STR_DE_1335,\,,
STR_DE_133C,と゛くをもったツメて゛こうけ゛き,,
STR_DE_1354,すは゛やさけいタ゛メーシ゛,Speed-based.\Paralyzes enemy.,"Speed-based damage.
Attacks with paralyzing claws."
STR_DE_1367,\,,
STR_DE_136E,マヒするツメて゛こうけ゛き,,
STR_DE_1383,すは゛やさけいタ゛メーシ゛,Speed-based.\Lacerates enemy.,"Speed-based damage.
Attacks with powerful claws."
STR_DE_1396,\,,
STR_DE_139D,さいきょうのツメこうけ゛き,,
STR_DE_13B2,こうけ゛きけいタ゛メーシ゛,Attack-based.\Pokes enemy.,"Attack-based damage.
A move that pokes enemies with horns."
STR_DE_13C5,\,,
STR_DE_13CC,ツノて゛てきを つっつくわさ゛,,
STR_DE_13E3,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_13F6,\,\,
STR_DE_13FD,ツノて゛てきを つきあけ゛る,ツノて゛てきを つきあけ゛る,
STR_DE_1413,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_1426,\,\,
STR_DE_142D,きょうりょくなツノて゛こうけ゛き,きょうりょくなツノて゛こうけ゛き,
STR_DE_1445,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_1458,\,\,
STR_DE_145F,すると゛いキハ゛て゛こうけ゛き,すると゛いキハ゛て゛こうけ゛き,
STR_DE_1476,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_1489,\,\,
STR_DE_1490,てきに かみついて こうけ゛き,てきに かみついて こうけ゛き,
STR_DE_14A7,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_14BA,\,\,
STR_DE_14C1,と゛くをもったキハ゛て゛こうけ゛き,と゛くをもったキハ゛て゛こうけ゛き,
STR_DE_14DA,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_14ED,\,\,
STR_DE_14F4,きょうりょくなアコ゛て゛かみつく,きょうりょくなアコ゛て゛かみつく,
STR_DE_150C,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_151F,\,\,
STR_DE_1526,くちは゛して゛つついてこうけ゛き,くちは゛して゛つついてこうけ゛き,
STR_DE_153E,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_1551,\,\,
STR_DE_1558,くちは゛して゛れんそ゛くこうけ゛き,くちは゛して゛れんそ゛くこうけ゛き,
STR_DE_1571,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_1584,\,\,
STR_DE_158B,きょうれつな くちは゛しこうけ゛き,きょうれつな くちは゛しこうけ゛き,
STR_DE_15A4,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_15B7,\,\,
STR_DE_15BE,たいあたりて゛てきにタ゛メーシ゛,たいあたりて゛てきにタ゛メーシ゛,
STR_DE_15D6,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_15E9,\,\,
STR_DE_15F0,あいてか゛よろけることもある,あいてか゛よろけることもある,
STR_DE_1606,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_1619,\,\,
STR_DE_1620,てきせ゛んたいにタ゛メーシ゛,てきせ゛んたいにタ゛メーシ゛,
STR_DE_1636,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_1649,\,\,
STR_DE_1650,てきをハ゜ンチて゛なく゛りつける,てきをハ゜ンチて゛なく゛りつける,
STR_DE_1668,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_167B,\,\,
STR_DE_1682,きょうれつなハ゜ンチて゛こうけ゛き,きょうれつなハ゜ンチて゛こうけ゛き,
STR_DE_169B,あいての ちょくせつこうけ゛きを,あいての ちょくせつこうけ゛きを,
STR_DE_16B1,\,\,
STR_DE_16B8,カウンターて゛かえす,カウンターて゛かえす,
STR_DE_16CA,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_16DD,\,\,
STR_DE_16E4,れんそ゛くて゛ハ゜ンチをくりた゛す,れんそ゛くて゛ハ゜ンチをくりた゛す,
STR_DE_16FD,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_1710,\,\,
STR_DE_1717,さいきょうのハ゜ンチこうけ゛き,さいきょうのハ゜ンチこうけ゛き,
STR_DE_172E,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_1741,\,\,
STR_DE_1748,きょうれつなキックて゛こうけ゛き,きょうれつなキックて゛こうけ゛き,
STR_DE_1760,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_1773,\,\,
STR_DE_177A,きょうれつな うしろまわしけ゛り,きょうれつな うしろまわしけ゛り,
STR_DE_1792,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_17A5,\,\,
STR_DE_17AC,きょうれつなシ゛ャンフ゜キック,きょうれつなシ゛ャンフ゜キック,
STR_DE_17C3,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_17D6,\,\,
STR_DE_17DD,さいきょうのキックこうけ゛き,さいきょうのキックこうけ゛き,
STR_DE_17F3,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_1806,\,\,
STR_DE_180D,しょくしゅをふりまわしてこうけ゛き,しょくしゅをふりまわしてこうけ゛き,
STR_DE_1826,うそなきて゛あいてをゆた゛んさせ,うそなきて゛あいてをゆた゛んさせ,
STR_DE_183C,\,\,
STR_DE_1843,てきのこうけ゛きりょくをさけ゛る,てきのこうけ゛きりょくをさけ゛る,
STR_DE_185B,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_186E,\,\,
STR_DE_1875,しょくしゅの れんそ゛くこうけ゛き,しょくしゅの れんそ゛くこうけ゛き,
STR_DE_188E,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_18A1,\,\,
STR_DE_18A8,れんそ゛くて゛しめつけてこうけ゛き,れんそ゛くて゛しめつけてこうけ゛き,
STR_DE_18C1,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_18D4,\,\,
STR_DE_18DB,トケ゛を とは゛してこうけ゛き,トケ゛を とは゛してこうけ゛き,
STR_DE_18F2,トケ゛のころもて゛みをつつみ,トケ゛のころもて゛みをつつみ,
STR_DE_1906,\,\,
STR_DE_190D,こうけ゛きしてきたてきにタ゛メーシ゛,こうけ゛きしてきたてきにタ゛メーシ゛,
STR_DE_1927,ひっさつのトケ゛て゛,ひっさつのトケ゛て゛,
STR_DE_1937,\,\,
STR_DE_193E,てきをシャットタ゛ウンさせる,てきをシャットタ゛ウンさせる,
STR_DE_1954,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_1967,\,\,
STR_DE_196E,トケ゛て゛せ゛んたいこうけ゛き,トケ゛て゛せ゛んたいこうけ゛き,
STR_DE_1985,て゛んは゜をとは゛して,て゛んは゜をとは゛して,
STR_DE_1996,\,\,
STR_DE_199D,てきをこんらんさせる,てきをこんらんさせる,
STR_DE_19AF,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_19C1,\,\,
STR_DE_19C8,タ゛メーシ゛+こんらんのこうか,タ゛メーシ゛+こんらんのこうか,
STR_DE_19DF,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_19F1,\,\,
STR_DE_19F8,きょうれつな て゛んし゛はをはなつ,きょうれつな て゛んし゛はをはなつ,
STR_DE_1A11,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1A23,\,\,
STR_DE_1A2A,て゛んきショックて゛こうけ゛き,て゛んきショックて゛こうけ゛き,
STR_DE_1A41,からた゛にて゛んきをためて,からた゛にて゛んきをためて,
STR_DE_1A54,\,\,
STR_DE_1A5B,こうけ゛きしてきたてきにタ゛メーシ゛,こうけ゛きしてきたてきにタ゛メーシ゛,
STR_DE_1A75,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1A87,\,\,
STR_DE_1A8E,かみなりを おとして こうけ゛き,かみなりを おとして こうけ゛き,
STR_DE_1AA6,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1AB8,\,\,
STR_DE_1ABF,てきせ゛んたいにタ゛メーシ゛,てきせ゛んたいにタ゛メーシ゛,
STR_DE_1AD5,カ゛スをた゛しててきせ゛んたいの,カ゛スをた゛しててきせ゛んたいの,
STR_DE_1AEB,\,\,
STR_DE_1AF2,こうけ゛きりょくをさけ゛る,こうけ゛きりょくをさけ゛る,
STR_DE_1B07,と゛くカ゛スをた゛して,と゛くカ゛スをた゛して,
STR_DE_1B18,\,\,
STR_DE_1B1F,てきせ゛んたいをと゛くにする,てきせ゛んたいをと゛くにする,
STR_DE_1B35,マヒのカ゛スをた゛して,マヒのカ゛スをた゛して,
STR_DE_1B46,\,\,
STR_DE_1B4D,てきせ゛んたいをマヒにする,てきせ゛んたいをマヒにする,
STR_DE_1B62,ねむくなるカ゛スをた゛して,ねむくなるカ゛スをた゛して,
STR_DE_1B75,\,\,
STR_DE_1B7C,てきせ゛んたいをねむらせる,てきせ゛んたいをねむらせる,
STR_DE_1B91,カ゛スをた゛しててきせ゛んたいを,カ゛スをた゛しててきせ゛んたいを,
STR_DE_1BA7,\,\,
STR_DE_1BAE,こんらんし゛ょうたいにする,こんらんし゛ょうたいにする,
STR_DE_1BC3,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1BD5,\,\,
STR_DE_1BDC,さんせいのカ゛スて゛こうけ゛き,さんせいのカ゛スて゛こうけ゛き,
STR_DE_1BF3,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1C05,\,\,
STR_DE_1C0C,こうおんのカ゛スて゛こうけ゛き,こうおんのカ゛スて゛こうけ゛き,
STR_DE_1C23,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1C35,\,\,
STR_DE_1C3C,れいとうカ゛スて゛こうけ゛き,れいとうカ゛スて゛こうけ゛き,
STR_DE_1C52,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1C64,\,\,
STR_DE_1C6B,ひのたまを はなってこうけ゛き,ひのたまを はなってこうけ゛き,
STR_DE_1C82,ほのおをまとって こうけ゛きを,ほのおをまとって こうけ゛きを,
STR_DE_1C97,\,\,
STR_DE_1C9E,してきたてきにタ゛メーシ゛,してきたてきにタ゛メーシ゛,
STR_DE_1CB3,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1CC5,\,\,
STR_DE_1CCC,ひのたまより きょうりょく,ひのたまより きょうりょく,
STR_DE_1CE1,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_1CF4,\,\,
STR_DE_1CFB,ほのおのこふ゛して゛なく゛りつける,ほのおのこふ゛して゛なく゛りつける,
STR_DE_1D14,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_1D27,\,\,
STR_DE_1D2E,かえんけんより きょうりょく,かえんけんより きょうりょく,
STR_DE_1D44,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1D56,\,\,
STR_DE_1D5D,こおりのつふ゛を はなつ,こおりのつふ゛を はなつ,
STR_DE_1D71,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1D83,\,\,
STR_DE_1D8A,こおりのつふ゛てより きょうりょく,こおりのつふ゛てより きょうりょく,
STR_DE_1DA3,こおりのたてて゛,こおりのたてて゛,
STR_DE_1DB1,\,\,
STR_DE_1DB8,みす゛・こおりのたいせいをえる,みす゛・こおりのたいせいをえる,
STR_DE_1DCF,かせ゛をふきつけて、,かせ゛をふきつけて、,
STR_DE_1DDF,\,\,
STR_DE_1DE6,てき1たいをよろけさせる,てき1たいをよろけさせる,
STR_DE_1DFA,とっふ゜うのしんかけい,とっふ゜うのしんかけい,
STR_DE_1E0B,\,\,
STR_DE_1E12,てきせ゛んたいをよろけさせる,てきせ゛んたいをよろけさせる,
STR_DE_1E28,すなほ゛こりをおこして,すなほ゛こりをおこして,
STR_DE_1E39,\,\,
STR_DE_1E40,めいちゅうを さけ゛る,めいちゅうを さけ゛る,
STR_DE_1E53,かせ゛のちからをりようして,かせ゛のちからをりようして,
STR_DE_1E66,\,\,
STR_DE_1E6D,すは゛やさをアッフ゜させる,すは゛やさをアッフ゜させる,
STR_DE_1E82,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1E94,\,\,
STR_DE_1E9B,しんくうのヤイハ゛て゛こうけ゛き,しんくうのヤイハ゛て゛こうけ゛き,
STR_DE_1EB3,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_1EC5,\,\,
STR_DE_1ECC,てきせ゛んたいにタ゛メーシ゛,てきせ゛んたいにタ゛メーシ゛,
STR_DE_1EE2,ふしき゛なちからて゛,ふしき゛なちからて゛,
STR_DE_1EF2,\,\,
STR_DE_1EF9,てきからのこうけ゛きをかわす,てきからのこうけ゛きをかわす,
STR_DE_1F0F,てきのHPをすいとり、,てきのHPをすいとり、,
STR_DE_1F20,\,\,
STR_DE_1F27,し゛ふ゛んのHPにする,し゛ふ゛んのHPにする,
STR_DE_1F3A,すなをかけて てき1たいの,すなをかけて てき1たいの,
STR_DE_1F4D,\,\,
STR_DE_1F54,めいちゅうを さけ゛る,めいちゅうを さけ゛る,
STR_DE_1F67,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_1F7A,\,\,
STR_DE_1F81,なか゛いヘ゛ロて゛てきをこうけ゛き,なか゛いヘ゛ロて゛てきをこうけ゛き,
STR_DE_1F9A,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_1FAD,\,\,
STR_DE_1FB4,なか゛い はなて゛てきをこうけ゛き,なか゛い はなて゛てきをこうけ゛き,
